Card,Month,Year,Catchment name,Fragment number,Fragment name,Catch No,Time,Locality,Observer,Altitude,Distance,Organisation
100561,11,2010,Avon River,1491027,Avon River tributary wetland (Translocation),666, ,Unnamed wetland, ,5,7,docc
100562,12,2010,Avon River,1491027,Avon River tributary wetland (Translocation),666, ,Unnamed wetland, ,5,7,docc
100563,5,2011,Avon River,1491027,Avon River tributary wetland (Translocation),666, ,Unnamed wetland, ,5,7,docc
100564,5,2011,Avon River,1491027,Avon River tributary wetland (Translocation),666, ,Unnamed wetland, ,5,7,docc
100565,9,2011,Avon River,1491027,Avon River tributary wetland (Translocation),666, ,Unnamed wetland, ,5,7,docc
100566,9,2011,Avon River,1491027,Avon River tributary wetland (Translocation),666, ,Unnamed wetland, ,5,7,docc
100567,9,2011,Avon River,1491027,Avon River tributary wetland (Translocation),666, ,Unnamed wetland, ,5,7,docc
100568,12,2010,Selwyn River,1491038,Hororata River tributary 4,680.04, ,Hororata River tributary, ,160,69,docc
100570,12,2010,Selwyn River,1491038,Hororata River tributary 4,680.04, ,Hororata River tributary, ,150,67,docc
100571,12,2010,Selwyn River,1491038,Hororata River tributary 4,680.04, ,Hororata River tributary, ,150,67,docc
100572,12,2010,Selwyn River,1491038,Hororata River tributary 4,680.04, ,Hororata River tributary, ,150,67,docc
100573,5,1975,Waihao River,1491122,Buchanans Creek,709.011,,Buchanans Creek,,10,5,niwa
100574,5,1977,Waihao River,1491122,Buchanans Creek,709.011,,Buchanans Creek,,10,5,niwa
100575,6,2011,Lee River,1491066,Tent Burn,684.031,,Tent Burn,,5,0,docc
100576,6,2011,Lee River,1491066,Tent Burn,684.031,,Tent Burn,,5,0,docc
100577,6,2011,Lee River,1491066,Tent Burn,684.031,,Tent Burn,,5,1,docc
100578,6,2011,Lee River,1491066,Tent Burn,684.031,,Tent Burn,,5,1,docc
100579,6,2011,Lee River,1491066,Tent Burn,684.031,,Tent Burn,,5,1,docc
100580,6,2011,Lee River,1491066,Tent Burn,684.031,,Tent Burn,,5,1,docc
100586,2,2006,Hinds River,1491091,Hinds River North Branch tributary wetland 1,691.01,,Hinds River North Branch tributary,,420,62,uoo
100635,8,2013,Kohika Stream,1491111,Horseshoe Bend Stream,704, ,Kohika Stream tributary, ,5,5,doco
100636,8,2013,Kohika Stream,1491111,Horseshoe Bend Stream,704, ,Kohika Stream tributary, ,5,4,doco
100637,8,2013,Kohika Stream,1491111,Horseshoe Bend Stream,704, ,Kohika Stream tributary, ,5,4,doco
100638,8,2013,Kohika Stream,1491111,Horseshoe Bend Stream,704, ,Kohika Stream tributary, ,5,4,doco
100639,8,2013,Kohika Stream,1491111,Horseshoe Bend Stream,704, ,Kohika Stream tributary, ,5,4,doco
100640,8,2013,Kohika Stream,1491111,Horseshoe Bend Stream,704,,Kohika Stream tributary,,5,4,doco
100641,8,2013,Kohika Stream,1491111,Horseshoe Bend Stream,704,,Kohika Stream tributary,,5,4,doco
100642,8,2013,Kohika Stream,1491111,Horseshoe Bend Stream,704,,Kohika Stream tributary,,30,6,doco
100643,8,2013,Kohika Stream,1491111,Horseshoe Bend Stream,704,,Kohika Stream tributary,,30,8,doco
100644,8,2013,Kohika Stream,1491111,Horseshoe Bend Stream,704,,Kohika Stream tributary,,30,8,doco
100645,8,2013,Kohika Stream,1491111,Horseshoe Bend Stream,704, ,Kohika Stream tributary, ,30,7,doco
100648,8,2013,Kohika Stream,1491111,Horseshoe Bend Stream,704,,Kohika Stream tributary,,5,2,doco
100649,8,2013,Kohika Stream,1491111,Horseshoe Bend Stream,704,,Kohika Stream tributary,,5,2,doco
100650,8,2013,Kohika Stream,1491111,Horseshoe Bend Stream,704, ,Kohika Stream tributary, ,5,4,doco
100651,8,2013,Kohika Stream,1491111,Horseshoe Bend Stream,704,,Kohika Stream tributary,,5,4,doco
100652,8,2013,Kohika Stream,1491110,Kohika Stream,704, ,Kohika Stream, ,5,5,doco
100656,9,2013,Kohika Stream,1491111,Horseshoe Bend Stream,704,,Kohika Stream tributary,,5,2,doco
100657,9,2013,Kohika Stream,1491111,Horseshoe Bend Stream,704,,Kohika Stream tributary,,5,2,doco
100659,9,2013,Kohika Stream,1491111,Horseshoe Bend Stream,704,,Kohika Stream tributary,,5,2,doco
100660,9,2013,Kohika Stream,1491111,Horseshoe Bend Stream,704,,Kohika Stream tributary,,5,2,doco
100661,9,2013,Kohika Stream,1491111,Horseshoe Bend Stream,704,,Kohika Stream tributary,,5,2,doco
100662,9,2013,Kohika Stream,1491111,Horseshoe Bend Stream,704, ,Kohika Stream tributary, ,5,2,doco
100663,9,2013,Kohika Stream,1491111,Horseshoe Bend Stream,704,,Kohika Stream tributary,,5,2,doco
100664,9,2013,Kohika Stream,1491111,Horseshoe Bend Stream,704,,Kohika Stream tributary,,5,2,doco
100665,9,2013,Kohika Stream,1491111,Horseshoe Bend Stream,704, ,Kohika Stream tributary, ,5,1,doco
100666,9,2013,Kohika Stream,1491111,Horseshoe Bend Stream,704, ,Kohika Stream tributary, ,5,2,doco
100667,9,2013,Kohika Stream,1491111,Horseshoe Bend Stream,704,,Kohika Stream tributary,,5,2,doco
100668,9,2013,Kohika Stream,1491111,Horseshoe Bend Stream,704, ,Kohika Stream tributary, ,5,1,doco
100669,9,2013,Kohika Stream,1491111,Horseshoe Bend Stream,704, ,Kohika Stream tributary, ,5,1,doco
100670,9,2013,Kohika Stream,1491111,Horseshoe Bend Stream,704,,Kohika Stream tributary,,5,1,doco
100671,9,2013,Kohika Stream,1491111,Horseshoe Bend Stream,704, ,Kohika Stream tributary, ,5,1,doco
100672,9,2013,Kohika Stream,1491111,Horseshoe Bend Stream,704,,Kohika Stream tributary,,5,2,doco
100673,9,2013,Kohika Stream,1491111,Horseshoe Bend Stream,704,,Kohika Stream tributary,,5,2,doco
100674,9,2013,Kohika Stream,1491111,Horseshoe Bend Stream,704,,Kohika Stream tributary,,5,2,doco
100675,9,2013,Kohika Stream,1491111,Horseshoe Bend Stream,704,,Kohika Stream tributary,,5,2,doco
100676,9,2013,Kohika Stream,1491111,Horseshoe Bend Stream,704, ,Kohika Stream, ,1,4,doco
100678,9,2013,Kohika Stream,1491111,Horseshoe Bend Stream,704,,Kohika Stream tributary,,10,4,doco
100679,9,2013,Kohika Stream,1491111,Horseshoe Bend Stream,704,,Kohika Stream tributary,,10,4,doco
100680,9,2013,Kohika Stream,1491111,Horseshoe Bend Stream,704,,Kohika Stream tributary,,10,5,doco
100681,9,2013,Kohika Stream,1491111,Horseshoe Bend Stream,704,,Kohika Stream tributary,,10,4,doco
100682,9,2013,Kohika Stream,1491111,Horseshoe Bend Stream,704, ,Kohika Stream tributary, ,10,4,doco
100683,9,2013,Kohika Stream,1491111,Horseshoe Bend Stream,704,,Kohika Stream tributary,,10,4,doco
100684,9,2013,Kohika Stream,1491111,Horseshoe Bend Stream,704, ,Kohika Stream tributary, ,10,5,doco
100685,9,2013,Kohika Stream,1491111,Horseshoe Bend Stream,704, ,Kohika Stream tributary, ,10,5,doco
100686,9,2013,Kohika Stream,1491111,Horseshoe Bend Stream,704,,Kohika Stream tributary,,10,5,doco
100687,9,2013,Kohika Stream,1491111,Horseshoe Bend Stream,704, ,Kohika Stream tributary, ,10,5,doco
100688,9,2013,Kohika Stream,1491111,Horseshoe Bend Stream,704,,Kohika Stream tributary,,10,5,doco
100689,9,2013,Kohika Stream,1491111,Horseshoe Bend Stream,704, ,Kohika Stream tributary, ,10,5,doco
100690,9,2013,Kohika Stream,1491111,Horseshoe Bend Stream,704,,Kohika Stream tributary,,10,4,doco
100691,9,2013,Kohika Stream,1491111,Horseshoe Bend Stream,704,,Kohika Stream tributary,,10,4,doco
100692,9,2013,Kohika Stream,1491111,Horseshoe Bend Stream,704,,Kohika Stream tributary,,10,4,doco
100693,9,2013,Kohika Stream,1491111,Horseshoe Bend Stream,704,,Kohika Stream tributary,,10,4,doco
100694,9,2013,Kohika Stream,1491111,Horseshoe Bend Stream,704,,Kohika Stream tributary,,10,5,doco
100695,9,2013,Kohika Stream,1491111,Horseshoe Bend Stream,704,,Kohika Stream tributary,,10,5,doco
100696,9,2013,Kohika Stream,1491111,Horseshoe Bend Stream,704,,Kohika Stream tributary,,10,5,doco
100697,9,2013,Kohika Stream,1491111,Horseshoe Bend Stream,704, ,Kohika Stream tributary, ,10,4,doco
100698,9,2013,Kohika Stream,1491111,Horseshoe Bend Stream,704,,Kohika Stream tributary,,10,4,doco
100699,9,2013,Kohika Stream,1491111,Horseshoe Bend Stream,704, ,Kohika Stream tributary, ,10,4,doco
100700,9,2013,Kohika Stream,1491111,Horseshoe Bend Stream,704, ,Kohika Stream tributary, ,10,4,doco
100701,9,2013,Kohika Stream,1491111,Horseshoe Bend Stream,704,,Kohika Stream tributary,,10,4,doco
100702,9,2013,Kohika Stream,1491111,Horseshoe Bend Stream,704,,Kohika Stream tributary,,10,4,doco
100703,9,2013,Kohika Stream,1491111,Horseshoe Bend Stream,704,,Kohika Stream tributary,,10,4,doco
100704,9,2013,Kohika Stream,1491111,Horseshoe Bend Stream,704,,Kohika Stream tributary,,10,4,doco
100705,9,2013,Kohika Stream,1491111,Horseshoe Bend Stream,704,,Kohika Stream tributary,,10,4,doco
100706,9,2013,Kohika Stream,1491111,Horseshoe Bend Stream,704,,Kohika Stream tributary,,10,4,doco
100707,9,2013,Kohika Stream,1491111,Horseshoe Bend Stream,704, ,Kohika Stream tributary, ,10,4,doco
100708,9,2013,Kohika Stream,1491111,Horseshoe Bend Stream,704, ,Kohika Stream tributary, ,10,4,doco
100709,9,2013,Kohika Stream,1491110,Kohika Stream,704,,Kohika Stream tributary,,10,5,doco
100710,9,2013,Kohika Stream,1491110,Kohika Stream,704,,Kohika Stream tributary,,10,5,doco
100711,9,2013,Kohika Stream,1491111,Horseshoe Bend Stream,704, ,Kohika Stream tributary, ,10,5,doco
100712,9,2013,Kohika Stream,1491109,Kohika Stream tributary 3,704,,Kohika Stream tributary,,10,6,doco
100714,9,2013,Kohika Stream,1491111,Horseshoe Bend Stream,704,,Kohika Stream tributary,,30,8,doco
100715,9,2013,Kohika Stream,1491110,Kohika Stream,704, ,Kohika Stream tributary, ,10,5,doco
100716,9,2013,Kohika Stream,1491109,Kohika Stream tributary 3,704,,Kohika Stream tributary,,10,5,doco
100717,9,2013,Kohika Stream,1491109,Kohika Stream tributary 3,704, ,Kohika Stream tributary, ,10,5,doco
100718,9,2013,Kohika Stream,1491109,Kohika Stream tributary 3,704, ,Kohika Stream tributary, ,10,5,doco
100719,9,2013,Kohika Stream,1491109,Kohika Stream tributary 3,704,,Kohika Stream tributary,,10,5,doco
100720,9,2013,Kohika Stream,1491109,Kohika Stream tributary 3,704,,Kohika Stream tributary,,10,5,doco
100721,9,2013,Kohika Stream,1491108,Kohika Stream tributary 2,704, ,Kohika Stream tributary, ,10,6,doco
100722,9,2013,Kohika Stream,1491108,Kohika Stream tributary 2,704, ,Kohika Stream tributary, ,10,6,doco
100723,9,2013,Kohika Stream,1491108,Kohika Stream tributary 2,704, ,Kohika Stream tributary, ,10,6,doco
100724,9,2013,Kohika Stream,1491108,Kohika Stream tributary 2,704,,Kohika Stream tributary,,10,6,doco
100725,9,2013,Kohika Stream,1491108,Kohika Stream tributary 2,704,,Kohika Stream tributary,,10,6,doco
100726,9,2013,Kohika Stream,1491108,Kohika Stream tributary 2,704, ,Kohika Stream tributary, ,10,6,doco
100727,9,2013,Kohika Stream,1491108,Kohika Stream tributary 2,704, ,Kohika Stream tributary, ,10,6,doco
100728,9,2013,Kohika Stream,1491108,Kohika Stream tributary 2,704,,Kohika Stream tributary,,10,6,doco
100729,9,2013,Kohika Stream,1491108,Kohika Stream tributary 2,704, ,Kohika Stream tributary, ,10,6,doco
100730,9,2013,Kohika Stream,1491108,Kohika Stream tributary 2,704, ,Kohika Stream tributary, ,10,6,doco
100731,9,2013,Kohika Stream,1491108,Kohika Stream tributary 2,704, ,Kohika Stream tributary, ,10,6,doco
100732,9,2013,Kohika Stream,1491108,Kohika Stream tributary 2,704, ,Kohika Stream tributary, ,10,6,doco
100733,9,2013,Kohika Stream,1491108,Kohika Stream tributary 2,704, ,Kohika Stream tributary, ,10,6,doco
100734,9,2013,Kohika Stream,1491108,Kohika Stream tributary 2,704, ,Kohika Stream tributary, ,10,6,doco
100735,9,2013,Kohika Stream,1491108,Kohika Stream tributary 2,704, ,Kohika Stream tributary, ,10,6,doco
100736,9,2013,Kohika Stream,1491108,Kohika Stream tributary 2,704, ,Kohika Stream tributary, ,10,6,doco
100737,9,2013,Waitaki River,1491137,Waitaki River tributary wetland 4,711,,Unnamed pond,,10,11,doco
100738,9,2013,Waitaki River,1491135,Waitaki River tributary wetland 2,711,,Unnamed pond,,25,8,doco
100739,9,2013,Waitaki River,1491135,Waitaki River tributary wetland 2,711,,Unnamed pond,,25,8,doco
100740,9,2013,Waitaki River,1491134,Waitaki River tributary wetland 1,711, ,Unnamed pond, ,10,5,doco
100741,9,2013,Waitaki River,1491134,Waitaki River tributary wetland 1,711, ,Unnamed pond, ,10,5,doco
100743,1,2014,Waihao River,1491122,Buchanans Creek,709.011,,Buchanans Creek,,10,6,unk
100744,1,2014,Waihao River,1491122,Buchanans Creek,709.011,,Buchanans Creek,,10,6,unk
100745,1,2014,Waihao River,1491122,Buchanans Creek,709.011,,Buchanans Creek,,10,6,unk
100746,1,2014,Waihao River,1491122,Buchanans Creek,709.011,,Buchanans Creek,,10,6,unk
100747,1,2014,Waihao River,1491122,Buchanans Creek,709.011, ,Buchanans Creek, ,10,6,unk
100748,1,2014,Waihao River,1491122,Buchanans Creek,709.011,,Buchanans Creek,,10,6,unk
100749,1,2014,Waihao River,1491122,Buchanans Creek,709.011,,Buchanans Creek,,10,6,unk
100750,1,2014,Waihao River,1491122,Buchanans Creek,709.011,,Buchanans Creek,,10,6,unk
100751,1,2014,Waihao River,1491122,Buchanans Creek,709.011,,Buchanans Creek,,10,6,unk
100752,1,2014,Waihao River,1491122,Buchanans Creek,709.011,,Buchanans Creek,,10,6,unk
100753,1,2014,Waihao River,1491122,Buchanans Creek,709.011,,Buchanans Creek,,10,6,unk
100754,1,2014,Waihao River,1491122,Buchanans Creek,709.011,,Buchanans Creek,,10,6,unk
100755,1,2014,Waihao River,1491122,Buchanans Creek,709.011,,Buchanans Creek,,10,7,unk
100756,1,2014,Waihao River,1491122,Buchanans Creek,709.011,,Buchanans Creek,,10,7,unk
100757,1,2014,Waihao River,1491122,Buchanans Creek,709.011, ,Buchanans Creek, ,10,7,unk
100758,1,2014,Waihao River,1491122,Buchanans Creek,709.011,,Buchanans Creek,,10,7,unk
100759,1,2014,Waihao River,1491122,Buchanans Creek,709.011,,Buchanans Creek,,10,7,unk
100760,1,2014,Waihao River,1491122,Buchanans Creek,709.011, ,Buchanans Creek, ,10,7,unk
100761,1,2014,Waihao River,1491122,Buchanans Creek,709.011, ,Buchanans Creek, ,10,6,unk
100762,1,2014,Waihao River,1491122,Buchanans Creek,709.011,,Buchanans Creek,,10,6,unk
100763,1,2014,Waihao River,1491122,Buchanans Creek,709.011,,Buchanans Creek,,10,6,unk
100764,1,2014,Waihao River,1491122,Buchanans Creek,709.011,,Buchanans Creek,,10,6,unk
100765,1,2014,Waihao River,1491122,Buchanans Creek,709.011,,Buchanans Creek,,10,6,unk
100766,1,2014,Waihao River,1491122,Buchanans Creek,709.011,,Buchanans Creek,,10,7,unk
100767,1,2014,Waihao River,1491122,Buchanans Creek,709.011,,Buchanans Creek,,10,6,unk
100768,1,2014,Waihao River,1491122,Buchanans Creek,709.011, ,Buchanans Creek, ,10,6,unk
100769,1,2014,Waihao River,1491122,Buchanans Creek,709.011,,Buchanans Creek,,10,6,unk
100770,1,2014,Waihao River,1491122,Buchanans Creek,709.011,,Buchanans Creek,,10,6,unk
100771,1,2014,Waihao River,1491122,Buchanans Creek,709.011,,Buchanans Creek,,10,6,unk
100772,1,2014,Waihao River,1491122,Buchanans Creek,709.011, ,Buchanans Creek, ,10,6,unk
100773,12,2013,Makikihi,1491113,Unnamed stream Makikihi 1,706.5,,Unnamed stream Makikihi,,7,2,crc
100774,12,2013,Makikihi,1491113,Unnamed stream Makikihi 1,706.5,1030,Unnamed stream Makikihi,,8,2,crc
100775,12,2013,Makikihi,1491114,Unnamed stream Makikihi 2,706.5,,Unnamed stream Makikihi,,80,11,crc
100776,12,2013,Makikihi,1491114,Unnamed stream Makikihi 2,706.5,,Unnamed stream Makikihi,,80,11,crc
100777,12,2013,Makikihi,1491114,Unnamed stream Makikihi 2,706.5,,Unnamed stream Makikihi,,95,12,crc
100778,12,2013,Makikihi,1491114,Unnamed stream Makikihi 2,706.5,,Unnamed stream Makikihi,,80,11,crc
100779,1,2014,Makikihi,1491114,Unnamed stream Makikihi 2,706.5,,Unnamed stream Makikihi,,80,11,crc
100780,1,2014,Makikihi,1491114,Unnamed stream Makikihi 2,706.5,,Unnamed stream Makikihi,,80,11,crc
100781,1,2014,Hook River,1491117,Hook River tributary,707,,Hook River tributary,,80,14,crc
100782,1,2014,Hook River,1491117,Hook River tributary,707,,Hook River tributary,,75,13,crc
102084,4,2014,Selwyn River,1491031,Selwyn River tributary 1,680,936,Selwyn River tributary,,49,33,docc
102085,4,2014,Selwyn River,1491031,Selwyn River tributary 1,680,949,Selwyn River tributary,,50,34,docc
102086,4,2014,Selwyn River,1491031,Selwyn River tributary 1,680,1008,Selwyn River tributary,,50,34,docc
102087,4,2014,Selwyn River,1491031,Selwyn River tributary 1,680,1030,Selwyn River tributary,,51,34,docc
102088,4,2014,Selwyn River,1491031,Selwyn River tributary 1,680,1043,Selwyn River tributary,,51,34,docc
102089,4,2014,Selwyn River,1491031,Selwyn River tributary 1,680,1055,Selwyn River tributary,,52,34,docc
102090,4,2014,Selwyn River,1491031,Selwyn River tributary 1,680,1108,Selwyn River tributary, ,52,34,docc
102091,4,2014,Selwyn River,1491031,Selwyn River tributary 1,680,1119,Selwyn River tributary,,52,34,docc
102092,4,2014,Selwyn River,1491031,Selwyn River tributary 1,680,1127,Selwyn River tributary,,52,34,docc
102093,4,2014,Selwyn River,1491031,Selwyn River tributary 1,680,1140,Selwyn River tributary,,53,34,docc
102094,4,2014,Selwyn River,1491031,Selwyn River tributary 1,680,1152,Selwyn River tributary,,53,34,docc
102095,4,2014,Selwyn River,1491031,Selwyn River tributary 1,680,1206,Selwyn River tributary,,54,34,docc
102096,7,2014,Selwyn River,1491031,Selwyn River tributary 1,680,1415,Selwyn River tributary,,48,33,docc
102097,7,2014,Selwyn River,1491031,Selwyn River tributary 1,680,1405,Selwyn River tributary,,48,33,docc
102098,7,2014,Selwyn River,1491031,Selwyn River tributary 1,680,1350,Selwyn River tributary,,47,33,docc
102099,7,2014,Selwyn River,1491031,Selwyn River tributary 1,680,1535,Selwyn River tributary,,47,33,docc
102100,7,2014,Selwyn River,1491031,Selwyn River tributary 1,680,1315,Selwyn River tributary,,47,33,docc
102101,7,2014,Selwyn River,1491031,Selwyn River tributary 1,680,1300,Selwyn River tributary,,46,33,docc
102102,7,2014,Selwyn River,1491031,Selwyn River tributary 1,680,1230,Selwyn River tributary,,46,33,docc
102103,7,2014,Selwyn River,1491031,Selwyn River tributary 1,680,1215,Selwyn River tributary, ,45,33,docc
102104,7,2014,Selwyn River,1491031,Selwyn River tributary 1,680,1155,Selwyn River tributary, ,45,33,docc
102105,7,2014,Selwyn River,1491031,Selwyn River tributary 1,680,1130,Selwyn River tributary,,45,33,docc
102106,7,2014,Selwyn River,1491031,Selwyn River tributary 1,680,1100,Selwyn River tributary,,44,31,docc
102107,5,2014,Waimakariri River,1491008,Unnamed ponds Waimakariri River tributary (Translocation),664.05,1100,Unnamed pond,,40,19,docc
102108,5,2014,Waimakariri River,1491008,Unnamed ponds Waimakariri River tributary (Translocation),664.05,1200,Peacock Springs,,42,21,docc
102109,7,2014,Selwyn River,1491036,Hororata River tributary 2,680.04,930,Hororata River tributary,,153,63,docc
102110,7,2014,Selwyn River,1491036,Hororata River tributary 2,680.04,930,Hororata River tributary,,153,63,docc
102111,7,2014,Selwyn River,1491036,Hororata River tributary 2,680.04,930,Hororata River tributary,,152,63,docc
102112,7,2014,Selwyn River,1491036,Hororata River tributary 2,680.04,930,Hororata River tributary,,152,63,docc
102113,7,2014,Selwyn River,1491036,Hororata River tributary 2,680.04,930,Hororata River tributary,,152,63,docc
102114,7,2014,Selwyn River,1491036,Hororata River tributary 2,680.04,930,Hororata River tributary,,152,63,docc
102115,7,2014,Selwyn River,1491036,Hororata River tributary 2,680.04,930,Hororata River tributary,,152,63,docc
102116,7,2014,Selwyn River,1491036,Hororata River tributary 2,680.04,930,Hororata River tributary,,152,63,docc
102117,7,2014,Selwyn River,1491036,Hororata River tributary 2,680.04,930,Hororata River tributary,,151,63,docc
102118,7,2014,Selwyn River,1491036,Hororata River tributary 2,680.04,930,Hororata River tributary,,150,63,docc
102119,7,2014,Selwyn River,1491036,Hororata River tributary 2,680.04,930,Hororata River tributary,,151,63,docc
102120,7,2014,Selwyn River,1491036,Hororata River tributary 2,680.04,930,Hororata River tributary,,152,63,docc
102122,6,2012,Selwyn River,1491040,Hororata River tributary 6,680.04,1030,Hororata River tributary, ,168,71,docc
102127,6,2010,Selwyn River,1491059,Wairiri Stream,680.07,1224,Wairiri Stream tributray,,294,90,docc
102171,6,2008,Avon River,1491028,Christchurch Botanical Gardens (Translocation),666,1430,Unnamed pond, , , ,docc
102172,6,2008,Avon River,1491028,Christchurch Botanical Gardens (Translocation),666,,Unnamed pond,,0,0,docc
102173,6,2008,Selwyn River,1491058,Selwyn River tributary 6,680.06,950,Surveyors Gully, ,260,82,docc
102174,6,2008,Selwyn River,1491058,Selwyn River tributary 6,680.06,1030,Surveyors Gully, ,263,82,docc
102175,6,2005,Selwyn River,1491058,Selwyn River tributary 6,680.06,1015,Surveyors Gully,,265,82,docc
102190,5,2008,Selwyn River,1491038,Hororata River tributary 4,680.04,1100,Hororata River tributary, ,151,68,docc
102191,5,2008,Selwyn River,1491056,Selwyn water race,680,1230,Unnamed water race Hawkins Rd,,150,78,docc
102513,7,2012,Waimakariri River,1491026,Mounseys Stream tributary 13,664.063,night,Mounseys Stream tributary,,311,64,docc
102514,6,2013,Waimakariri River,1491026,Mounseys Stream tributary 13,664.063,night,Mounseys Stream tributary,,311,64,docc
102515,9,2014,Waimakariri River,1491026,Mounseys Stream tributary 13,664.063,night,Mounseys Stream tributary,,311,64,docc
102516,5,2015,Waimakariri River,1491026,Mounseys Stream tributary 13,664.063,night,Mounseys Stream tributary,,311,64,docc
102517,6,2013,Ashburton River,1491071,Ashburton River tributary 2 (Translocation),688,night,South Branch Ashburton River wetland,,0,0,docc
102518,6,2013,Ashburton River,1491071,Ashburton River tributary 2 (Translocation),688,night,South Branch Ashburton River wetland,,0,0,docc
102519,5,2014,Ashburton River,1491071,Ashburton River tributary 2 (Translocation),688,night,South Branch Ashburton River wetland,,0,0,docc
102520,5,2014,Ashburton River,1491071,Ashburton River tributary 2 (Translocation),688,night,South Branch Ashburton River wetland,,0,0,docc
102521,6,2015,Ashburton River,1491071,Ashburton River tributary 2 (Translocation),688,night,South Branch Ashburton River wetland,,0,0,docc
102522,6,2015,Ashburton River,1491071,Ashburton River tributary 2 (Translocation),688,night,South Branch Ashburton River wetland,,0,0,docc
102526,6,2014,Morven Drain,1491126,Dog Kennel Stream,710.02,night,Dog Kennel Stream,,140,15,docc
102527,6,2014,Morven Drain,1491126,Dog Kennel Stream,710.02,night,Dog Kennel Stream,,144,15,docc
102528,6,2014,Morven Drain,1491126,Dog Kennel Stream,710.02,night,Dog Kennel Stream,,144,15,docc
102529,6,2015,Morven Drain,1491126,Dog Kennel Stream,710.02,night,Dog Kennel Stream,,140,15,docc
102530,6,2015,Morven Drain,1491126,Dog Kennel Stream,710.02,night,Dog Kennel Stream,,144,15,docc
102531,6,2015,Morven Drain,1491126,Dog Kennel Stream,710.02,night,Dog Kennel Stream,,144,15,docc
102532,7,2013,Waitaki River,1491135,Waitaki River tributary wetland 2,711,night,Waitaki River tributary,,0,0,docc
102533,6,2014,Waitaki River,1491135,Waitaki River tributary wetland 2,711,night,Waitaki River tributary,,0,0,docc
102534,6,2015,Waitaki River,1491135,Waitaki River tributary wetland 2,711, ,Waitaki River tributary, , , ,docc
102535,6,2013,Selwyn River,1491038,Hororata River tributary 4,680.04, ,Hororata River tributary, ,152,68,docc
102536,6,2013,Selwyn River,1491038,Hororata River tributary 4,680.04, ,Hororata River tributary, ,151,68,docc
102537,6,2013,Selwyn River,1491038,Hororata River tributary 4,680.04, ,Hororata River tributary, ,153,68,docc
102538,6,2013,Selwyn River,1491038,Hororata River tributary 4,680.04, ,Hororata River tributary, ,149,68,docc
102539,6,2013,Selwyn River,1491038,Hororata River tributary 4,680.04,,Hororata River tributary,,153,68,docc
102540,6,2014,Selwyn River,1491038,Hororata River tributary 4,680.04,,Hororata River tributary,,152,68,docc
102541,6,2014,Selwyn River,1491038,Hororata River tributary 4,680.04, ,Hororata River tributary, , , ,docc
102542,6,2014,Selwyn River,1491038,Hororata River tributary 4,680.04, ,Hororata River tributary, ,149,68,docc
102543,6,2014,Selwyn River,1491038,Hororata River tributary 4,680.04, ,Hororata River tributary, ,153,68,docc
102544,6,2014,Selwyn River,1491038,Hororata River tributary 4,680.04,,Hororata River tributary,,153,68,docc
102545,6,2013,Avon River,1491030,Avon River pond (Translocation),666,,Unnamed pond,,0,0,docc
102546,5,2014,Avon River,1491030,Avon River pond (Translocation),666,,Unnamed pond,,0,0,docc
102547,5,2015,Avon River,1491030,Avon River pond (Translocation),666,,Unnamed pond,,0,0,docc
102548,6,2013,Waimakariri River,1491008,Unnamed ponds Waimakariri River tributary (Translocation),664.05,,Peacock Springs,,31,19,docc
102551,5,2015,Waimakariri River,1491008,Unnamed ponds Waimakariri River tributary (Translocation),664.05,,Peacock Springs,,36,21,docc
102552,5,2015,Waimakariri River,1491008,Unnamed ponds Waimakariri River tributary (Translocation),664.05,,Peacock Springs,,31,21,docc
102553,5,2015,Waimakariri River,1491008,Unnamed ponds Waimakariri River tributary (Translocation),664.05,,Peacock Springs,,31,19,docc
102554,6,2013,Selwyn River,1491037,Hororata River tributary 3,680.04,,Hororata River tributary,,0,0,docc
102555,6,2014,Selwyn River,1491037,Hororata River tributary 3,680.04,,Hororata River tributary,,0,0,docc
102556,9,2014,Kohika Stream,1491110,Kohika Stream,704, ,Kohika Stream tributary, ,32,4,doco
102557,9,2014,Kohika Stream,1491110,Kohika Stream,704,,Kohika Stream tributary,,32,4,doco
102558,9,2014,Kohika Stream,1491110,Kohika Stream,704, ,Kohika Stream tributary, ,32,4,doco
102559,9,2014,Kohika Stream,1491110,Kohika Stream,704,,Kohika Stream tributary,,32,4,doco
102560,9,2014,Kohika Stream,1491110,Kohika Stream,704,,Kohika Stream tributary,,32,4,doco
102561,9,2014,Kohika Stream,1491110,Kohika Stream,704, ,Kohika Stream tributary, ,32,4,doco
102562,9,2014,Kohika Stream,1491110,Kohika Stream,704, ,Kohika Stream tributary, ,32,4,doco
102567,9,2014,Kohika Stream,1491108,Kohika Stream tributary 2,704,,Kohika Stream tributary,,7,5,doco
102568,9,2014,Kohika Stream,1491108,Kohika Stream tributary 2,704, ,Kohika Stream tributary, ,7,5,doco
102569,9,2014,Kohika Stream,1491108,Kohika Stream tributary 2,704, ,Kohika Stream tributary, ,7,5,doco
102570,9,2014,Kohika Stream,1491108,Kohika Stream tributary 2,704, ,Kohika Stream tributary, ,7,5,doco
102571,9,2014,Kohika Stream,1491108,Kohika Stream tributary 2,704, ,Kohika Stream tributary, ,7,5,doco
102572,9,2014,Kohika Stream,1491108,Kohika Stream tributary 2,704, ,Kohika Stream tributary, ,7,5,doco
